year,state_name,,district_name,season,crop_name,crop_type,area,production
 1998-99,Assam,,Nalbari,Whole Year ,Arecanut,Spices,3990,3071
 1998-99,Assam,,Sivasagar,Whole Year ,Arecanut,Spices,6020,4597
 1998-99,Assam,,Sonitpur,Whole Year ,Arecanut,Spices,4158,2616
 1998-99,Assam,,Tinsukia,Whole Year ,Arecanut,Spices,2096,1667
 1998-99,Assam,,Barpeta,Kharif     ,Arhar/Tur,Pulses,320,263
 1998-99,Assam,,Bongaigaon,Kharif     ,Arhar/Tur,Pulses,200,168
 1998-99,Assam,,Cachar,Kharif     ,Arhar/Tur,Pulses,102,72
 1998-99,Assam,,Darrang,Kharif     ,Arhar/Tur,Pulses,440,256
 1998-99,Assam,,Dhemaji,Kharif     ,Arhar/Tur,Pulses,35,26
 1998-99,Assam,,Dhubri,Kharif     ,Arhar/Tur,Pulses,387,281
 1998-99,Assam,,Dibrugarh,Kharif     ,Arhar/Tur,Pulses,75,56
 1998-99,Assam,,Dima Hasao,Kharif     ,Arhar/Tur,Pulses,123,89
 1998-99,Assam,,Goalpara,Kharif     ,Arhar/Tur,Pulses,396,332
 1998-99,Assam,,Golaghat,Kharif     ,Arhar/Tur,Pulses,270,184
 1998-99,Assam,,Hailakandi,Kharif     ,Arhar/Tur,Pulses,45,31
 1998-99,Assam,,Jorhat,Kharif     ,Arhar/Tur,Pulses,25,16
 1998-99,Assam,,Kamrup,Kharif     ,Arhar/Tur,Pulses,456,366
 1998-99,Assam,,Karbi Anglong,Kharif     ,Arhar/Tur,Pulses,1016,692
 1998-99,Assam,,Karimganj,Kharif     ,Arhar/Tur,Pulses,60,41
 1998-99,Assam,,Kokrajhar,Kharif     ,Arhar/Tur,Pulses,304,197
 1998-99,Assam,,Lakhimpur,Kharif     ,Arhar/Tur,Pulses,77,54
 1998-99,Assam,,Marigaon,Kharif     ,Arhar/Tur,Pulses,180,120
 1998-99,Assam,,Nagaon,Kharif     ,Arhar/Tur,Pulses,2394,1614
 1998-99,Assam,,Nalbari,Kharif     ,Arhar/Tur,Pulses,310,186
 1998-99,Assam,,Sivasagar,Kharif     ,Arhar/Tur,Pulses,23,13
 1998-99,Assam,,Sonitpur,Kharif     ,Arhar/Tur,Pulses,334,269
 1998-99,Assam,,Tinsukia,Kharif     ,Arhar/Tur,Pulses,85,63
 1998-99,Assam,,Barpeta,Whole Year ,Banana,Fruits,5130,77207
 1998-99,Assam,,Bongaigaon,Whole Year ,Banana,Fruits,882,10713
 1998-99,Assam,,Cachar,Whole Year ,Banana,Fruits,2900,35409
 1998-99,Assam,,Darrang,Whole Year ,Banana,Fruits,1810,23479
 1998-99,Assam,,Dhemaji,Whole Year ,Banana,Fruits,946,14941
 1998-99,Assam,,Dhubri,Whole Year ,Banana,Fruits,1661,25438
 1998-99,Assam,,Dibrugarh,Whole Year ,Banana,Fruits,565,7427
 1998-99,Assam,,Dima Hasao,Whole Year ,Banana,Fruits,500,7250
 1998-99,Assam,,Goalpara,Whole Year ,Banana,Fruits,1585,24515
 1998-99,Assam,,Golaghat,Whole Year ,Banana,Fruits,2189,30342
 1998-99,Assam,,Hailakandi,Whole Year ,Banana,Fruits,1080,13403
 1998-99,Assam,,Jorhat,Whole Year ,Banana,Fruits,2170,29193
 1998-99,Assam,,Kamrup,Whole Year ,Banana,Fruits,3342,43192
 1998-99,Assam,,Karbi Anglong,Whole Year ,Banana,Fruits,1687,22634
 1998-99,Assam,,Karimganj,Whole Year ,Banana,Fruits,938,11896
 1998-99,Assam,,Kokrajhar,Whole Year ,Banana,Fruits,925,15236
 1998-99,Assam,,Lakhimpur,Whole Year ,Banana,Fruits,1110,14430
 1998-99,Assam,,Marigaon,Whole Year ,Banana,Fruits,460,5520
 1998-99,Assam,,Nagaon,Whole Year ,Banana,Fruits,3755,56002
 1998-99,Assam,,Nalbari,Whole Year ,Banana,Fruits,2000,29288
 1998-99,Assam,,Sivasagar,Whole Year ,Banana,Fruits,1920,27412
 1998-99,Assam,,Sonitpur,Whole Year ,Banana,Fruits,2580,32947
 1998-99,Assam,,Tinsukia,Whole Year ,Banana,Fruits,1750,24010
 1998-99,Assam,,Barpeta,Kharif     ,Castor Seed,Oilseeds,10,6
 1998-99,Assam,,Bongaigaon,Kharif     ,Castor Seed,Oilseeds,43,17
 1998-99,Assam,,Darrang,Kharif     ,Castor Seed,Oilseeds,82,33
 1998-99,Assam,,Dhemaji,Kharif     ,Castor Seed,Oilseeds,179,79
 1998-99,Assam,,Dhubri,Kharif     ,Castor Seed,Oilseeds,16,9
 1998-99,Assam,,Dibrugarh,Kharif     ,Castor Seed,Oilseeds,34,11
 1998-99,Assam,,Dima Hasao,Kharif     ,Castor Seed,Oilseeds,86,39
 1998-99,Assam,,Goalpara,Kharif     ,Castor Seed,Oilseeds,50,18
 1998-99,Assam,,Golaghat,Kharif     ,Castor Seed,Oilseeds,4,1
 1998-99,Assam,,Hailakandi,Kharif     ,Castor Seed,Oilseeds,6,2
 1998-99,Assam,,Jorhat,Kharif     ,Castor Seed,Oilseeds,18,7
 1998-99,Assam,,Kamrup,Kharif     ,Castor Seed,Oilseeds,221,72
 1998-99,Assam,,Karbi Anglong,Kharif     ,Castor Seed,Oilseeds,520,211
 1998-99,Assam,,Kokrajhar,Kharif     ,Castor Seed,Oilseeds,55,26
 1998-99,Assam,,Lakhimpur,Kharif     ,Castor Seed,Oilseeds,221,99
 1998-99,Assam,,Marigaon,Kharif     ,Castor Seed,Oilseeds,20,4
 1998-99,Assam,,Nagaon,Kharif     ,Castor Seed,Oilseeds,42,17
 1998-99,Assam,,Nalbari,Kharif     ,Castor Seed,Oilseeds,50,25
 1998-99,Assam,,Sivasagar,Kharif     ,Castor Seed,Oilseeds,19,8
 1998-99,Assam,,Sonitpur,Kharif     ,Castor Seed,Oilseeds,46,21
 1998-99,Assam,,Tinsukia,Kharif     ,Castor Seed,Oilseeds,6,3
 1998-99,Assam,,Barpeta,Whole Year ,Coconut,Oilseeds,1122,8065000
 1998-99,Assam,,Bongaigaon,Whole Year ,Coconut,Oilseeds,482,1820000
 1998-99,Assam,,Cachar,Whole Year ,Coconut,Oilseeds,1410,6666000
 1998-99,Assam,,Darrang,Whole Year ,Coconut,Oilseeds,865,4899000
 1998-99,Assam,,Dhemaji,Whole Year ,Coconut,Oilseeds,113,580000
 1998-99,Assam,,Dhubri,Whole Year ,Coconut,Oilseeds,688,4457000
 1998-99,Assam,,Dibrugarh,Whole Year ,Coconut,Oilseeds,163,213000
 1998-99,Bihar,,Kishanganj,Rabi       ,Linseed,Oilseeds,2692,1696
 1998-99,Jharkhand,,Koderma,Rabi       ,Linseed,Oilseeds,7,4
 1998-99,Bihar,,Lakhisarai,Rabi       ,Linseed,Oilseeds,66,36
 1998-99,Jharkhand,,Lohardaga,Rabi       ,Linseed,Oilseeds,34,27
 1998-99,Bihar,,Madhepura,Rabi       ,Linseed,Oilseeds,1445,1104
 1998-99,Bihar,,Madhubani,Rabi       ,Linseed,Oilseeds,2146,1781
 1998-99,Bihar,,Munger,Rabi       ,Linseed,Oilseeds,96,53
 1998-99,Bihar,,Muzaffarpur,Rabi       ,Linseed,Oilseeds,505,281
 1998-99,Bihar,,Nalanda,Rabi       ,Linseed,Oilseeds,394,195
 1998-99,Bihar,,Nawada,Rabi       ,Linseed,Oilseeds,1595,1005
 1998-99,Jharkhand,,Pakur,Rabi       ,Linseed,Oilseeds,281,177
 1998-99,Jharkhand,,Palamu,Rabi       ,Linseed,Oilseeds,1952,1441
 1998-99,Bihar,,Pashchim Champaran,Rabi       ,Linseed,Oilseeds,5462,3037
 1998-99,Bihar,,Patna,Rabi       ,Linseed,Oilseeds,265,131
 1998-99,Bihar,,Purbi Champaran,Rabi       ,Linseed,Oilseeds,2217,1233
 1998-99,Bihar,,Purnia,Rabi       ,Linseed,Oilseeds,1423,896
 1998-99,Jharkhand,,Ranchi,Rabi       ,Linseed,Oilseeds,30,24
 1998-99,Bihar,,Rohtas,Rabi       ,Linseed,Oilseeds,2962,1463
 1998-99,Bihar,,Saharsa,Rabi       ,Linseed,Oilseeds,1035,791
 1998-99,Jharkhand,,Sahebganj,Rabi       ,Linseed,Oilseeds,714,450
 1998-99,Bihar,,Samastipur,Rabi       ,Linseed,Oilseeds,389,323
 1998-99,Bihar,,Saran,Rabi       ,Linseed,Oilseeds,104,77
 1998-99,Bihar,,Sheikhpura,Rabi       ,Linseed,Oilseeds,135,74
 1998-99,Bihar,,Sheohar,Rabi       ,Linseed,Oilseeds,537,299
 1998-99,Bihar,,Sitamarhi,Rabi       ,Linseed,Oilseeds,633,352
 1998-99,Bihar,,Siwan,Rabi       ,Linseed,Oilseeds,396,293
 1998-99,Bihar,,Supaul,Rabi       ,Linseed,Oilseeds,2093,1599
 1998-99,Bihar,,Vaishali,Rabi       ,Linseed,Oilseeds,167,93
 1998-99,Jharkhand,,West Singhbhum,Rabi       ,Linseed,Oilseeds,1685,1331
 1998-99,Bihar,,Araria,Kharif     ,Maize,Cereals,5759,7097
 1998-99,Bihar,,Araria,Rabi       ,Maize,Cereals,3205,7936
 1998-99,Bihar,,Araria,Summer     ,Maize,Cereals,6905,9059
 1998-99,Bihar,,Aurangabad,Kharif     ,Maize,Cereals,530,613
 1998-99,Bihar,,Aurangabad,Rabi       ,Maize,Cereals,11,33
 1998-99,Bihar,,Aurangabad,Summer     ,Maize,Cereals,24,46
 1998-99,Bihar,,Banka,Kharif     ,Maize,Cereals,7782,7888
 1998-99,Bihar,,Banka,Rabi       ,Maize,Cereals,2523,4014
 1998-99,Bihar,,Banka,Summer     ,Maize,Cereals,2108,2650
 1998-99,Bihar,,Begusarai,Kharif     ,Maize,Cereals,51968,21217
 1998-99,Bihar,,Begusarai,Rabi       ,Maize,Cereals,17542,58783
 1998-99,Bihar,,Begusarai,Summer     ,Maize,Cereals,465,1092
 1998-99,Bihar,,Bhagalpur,Kharif     ,Maize,Cereals,28131,37257
 1998-99,Bihar,,Bhagalpur,Rabi       ,Maize,Cereals,8536,2787
 1998-99,Bihar,,Bhagalpur,Summer     ,Maize,Cereals,7751,10695
 1998-99,Bihar,,Bhojpur,Kharif     ,Maize,Cereals,1900,1996
 1998-99,Bihar,,Bhojpur,Rabi       ,Maize,Cereals,27,81
 1998-99,Bihar,,Bhojpur,Summer     ,Maize,Cereals,140,370
 1998-99,Jharkhand,,Bokaro,Kharif     ,Maize,Cereals,3751,4760
 1998-99,Bihar,,Buxar,Kharif     ,Maize,Cereals,966,1786
 1998-99,Bihar,,Buxar,Rabi       ,Maize,Cereals,10,30
 1998-99,Jharkhand,,Chatra,Kharif     ,Maize,Cereals,5742,6658
 1998-99,Jharkhand,,Chatra,Summer     ,Maize,Cereals,20,41
 1998-99,Bihar,,Darbhanga,Kharif     ,Maize,Cereals,1246,1915
 1998-99,Bihar,,Darbhanga,Rabi       ,Maize,Cereals,5709,13884
 1998-99,Bihar,,Darbhanga,Summer     ,Maize,Cereals,2779,4594
 1998-99,Bihar,,Deoghar,Kharif     ,Maize,Cereals,3698,3671
 1998-99,Bihar,,Deoghar,Summer     ,Maize,Cereals,85,197
 1998-99,Bihar,,Dhanbad,Kharif     ,Maize,Cereals,1590,1332
 1998-99,Jharkhand,,Dumka,Kharif     ,Maize,Cereals,14617,23721
 1998-99,Jharkhand,,Dumka,Rabi       ,Maize,Cereals,68,203
 1998-99,Jharkhand,,Dumka,Summer     ,Maize,Cereals,113,251
 1998-99,Jharkhand,,East Singhbum,Kharif     ,Maize,Cereals,741,1148
 1998-99,Bihar,,Garhwa,Kharif     ,Maize,Cereals,8963,11432
 1998-99,Bihar,,Garhwa,Rabi       ,Maize,Cereals,4,12
 1998-99,Bihar,,Garhwa,Summer     ,Maize,Cereals,23,52
 1998-99,Bihar,,Gaya,Kharif     ,Maize,Cereals,9751,8243
 1998-99,Bihar,,Gaya,Rabi       ,Maize,Cereals,56,167
 1998-99,Bihar,,Gaya,Summer     ,Maize,Cereals,712,1577
 1998-99,Jharkhand,,Giridih,Kharif     ,Maize,Cereals,651,870
 1998-99,Jharkhand,,Giridih,Rabi       ,Maize,Cereals,1,3
 1998-99,Jharkhand,,Giridih,Summer     ,Maize,Cereals,9,17
 1998-99,Jharkhand,,Godda,Kharif     ,Maize,Cereals,5375,8776
 1998-99,Jharkhand,,Godda,Rabi       ,Maize,Cereals,443,1321
 1998-99,Jharkhand,,Godda,Summer     ,Maize,Cereals,60,122
 1998-99,Bihar,,Gopalganj,Kharif     ,Maize,Cereals,9734,8933
 1998-99,Bihar,,Gopalganj,Rabi       ,Maize,Cereals,7096,18513
 1998-99,Bihar,,Gopalganj,Summer     ,Maize,Cereals,2125,2326
 1998-99,Jharkhand,,Gumla,Kharif     ,Maize,Cereals,1595,3112
 1998-99,Jharkhand,,Gumla,Rabi       ,Maize,Cereals,2,6
 1998-99,Jharkhand,,Gumla,Summer     ,Maize,Cereals,9,17
 1998-99,Jharkhand,,Hazaribagh,Kharif     ,Maize,Cereals,7489,11523
 1998-99,Jharkhand,,Hazaribagh,Rabi       ,Maize,Cereals,113,337
 1998-99,Jharkhand,,Hazaribagh,Summer     ,Maize,Cereals,62,136
 1998-99,Bihar,,Jamui,Kharif     ,Maize,Cereals,3634,617
 1998-99,Bihar,,Jamui,Rabi       ,Maize,Cereals,173,619
 1998-99,Bihar,,Jamui,Summer     ,Maize,Cereals,370,919
 1998-99,Bihar,,Jehanabad,Kharif     ,Maize,Cereals,8,8
 1998-99,Bihar,,Jehanabad,Rabi       ,Maize,Cereals,464,1384
 1998-99,Bihar,,Jehanabad,Summer     ,Maize,Cereals,204,475
 1998-99,Bihar,,Kaimur (Bhabua),Kharif     ,Maize,Cereals,240,446
 1998-99,Bihar,,Kaimur (Bhabua),Summer     ,Maize,Cereals,11,24
 1998-99,Bihar,,Katihar,Kharif     ,Maize,Cereals,9092,5817
 1998-99,Bihar,,Katihar,Rabi       ,Maize,Cereals,8051,22808
 1998-99,Bihar,,Katihar,Summer     ,Maize,Cereals,6073,24262
 1998-99,Bihar,,Khagaria,Kharif     ,Maize,Cereals,14835,7373
 1998-99,Bihar,,Khagaria,Rabi       ,Maize,Cereals,29522,109674
 1998-99,Bihar,,Khagaria,Summer     ,Maize,Cereals,2358,4518
 1998-99,Bihar,,Kishanganj,Kharif     ,Maize,Cereals,286,246
 1998-99,Bihar,,Kishanganj,Rabi       ,Maize,Cereals,164,406
 1998-99,Bihar,,Kishanganj,Summer     ,Maize,Cereals,342,988
 1998-99,Jharkhand,,Koderma,Kharif     ,Maize,Cereals,1491,1876
 1998-99,Bihar,,Lakhisarai,Kharif     ,Maize,Cereals,3049,2515
 1998-99,Jharkhand,,Lohardaga,Kharif     ,Maize,Cereals,1944,2681
 1998-99,Jharkhand,,Lohardaga,Rabi       ,Maize,Cereals,6,18
 1998-99,Jharkhand,,Lohardaga,Summer     ,Maize,Cereals,97,209
 1998-99,Bihar,,Madhepura,Kharif     ,Maize,Cereals,6349,7672
 1998-99,Bihar,,Madhepura,Rabi       ,Maize,Cereals,10342,30757
 1998-99,Bihar,,Madhepura,Summer     ,Maize,Cereals,24638,91273
 1998-99,Bihar,,Madhubani,Kharif     ,Maize,Cereals,2477,3526
 1998-99,Bihar,,Madhepura,Summer     ,Rice,Cereals,2906,5193
 1998-99,Bihar,,Madhepura,Winter     ,Rice,Cereals,66359,82864
 1998-99,Bihar,,Madhubani,Summer     ,Rice,Cereals,4869,5691
 1998-99,Bihar,,Madhubani,Winter     ,Rice,Cereals,135024,119136
 1998-99,Bihar,,Munger,Winter     ,Rice,Cereals,28598,36210
 1998-99,Bihar,,Muzaffarpur,Summer     ,Rice,Cereals,2253,1422
 1998-99,Bihar,,Muzaffarpur,Winter     ,Rice,Cereals,98422,100414
 1998-99,Bihar,,Nalanda,Summer     ,Rice,Cereals,17,38
 1998-99,Bihar,,Nalanda,Winter     ,Rice,Cereals,113571,200705
 1998-99,Bihar,,Nawada,Summer     ,Rice,Cereals,80,174
 1998-99,Bihar,,Nawada,Winter     ,Rice,Cereals,82155,142253
 1998-99,Jharkhand,,Pakur,Summer     ,Rice,Cereals,116,199
 1998-99,Jharkhand,,Pakur,Winter     ,Rice,Cereals,47699,68551
 1998-99,Jharkhand,,Palamu,Summer     ,Rice,Cereals,128,193
 1998-99,Jharkhand,,Palamu,Winter     ,Rice,Cereals,59524,50537
 1998-99,Bihar,,Pashchim Champaran,Summer     ,Rice,Cereals,10322,15100
 1998-99,Bihar,,Pashchim Champaran,Winter     ,Rice,Cereals,114373,184682
 1998-99,Bihar,,Patna,Summer     ,Rice,Cereals,25,56
 1998-99,Bihar,,Patna,Winter     ,Rice,Cereals,112521,286139
 1998-99,Bihar,,Purbi Champaran,Summer     ,Rice,Cereals,1254,1326
 1998-99,Bihar,,Purbi Champaran,Winter     ,Rice,Cereals,97628,109999
 1998-99,Bihar,,Purnia,Summer     ,Rice,Cereals,18535,45627
 1998-99,Bihar,,Purnia,Winter     ,Rice,Cereals,80680,84100
 1998-99,Jharkhand,,Ranchi,Summer     ,Rice,Cereals,1090,2302
 1998-99,Jharkhand,,Ranchi,Winter     ,Rice,Cereals,137903,181585
 1998-99,Bihar,,Rohtas,Summer     ,Rice,Cereals,504,976
 1998-99,Bihar,,Rohtas,Winter     ,Rice,Cereals,209869,508689
 1998-99,Bihar,,Saharsa,Summer     ,Rice,Cereals,9563,12907
 1998-99,Bihar,,Saharsa,Winter     ,Rice,Cereals,76392,71261
 1998-99,Jharkhand,,Sahebganj,Summer     ,Rice,Cereals,457,621
 1998-99,Jharkhand,,Sahebganj,Winter     ,Rice,Cereals,32041,51404
 1998-99,Bihar,,Samastipur,Summer     ,Rice,Cereals,2188,2574
 1998-99,Bihar,,Samastipur,Winter     ,Rice,Cereals,56336,53033
 1998-99,Bihar,,Saran,Summer     ,Rice,Cereals,45,100
 1998-99,Bihar,,Saran,Winter     ,Rice,Cereals,77562,97032
 1998-99,Bihar,,Sheikhpura,Winter     ,Rice,Cereals,22716,31641
 1998-99,Bihar,,Sheohar,Summer     ,Rice,Cereals,62,115
 1998-99,Bihar,,Sheohar,Winter     ,Rice,Cereals,18449,15898
 1998-99,Bihar,,Sitamarhi,Summer     ,Rice,Cereals,1869,2116
 1998-99,Bihar,,Sitamarhi,Winter     ,Rice,Cereals,75361,46312
 1998-99,Bihar,,Siwan,Summer     ,Rice,Cereals,10,22
 1998-99,Bihar,,Siwan,Winter     ,Rice,Cereals,62745,84150
 1998-99,Bihar,,Supaul,Summer     ,Rice,Cereals,7277,12887
 1998-99,Bihar,,Supaul,Winter     ,Rice,Cereals,82184,82916
 1998-99,Bihar,,Vaishali,Summer     ,Rice,Cereals,517,960
 1998-99,Bihar,,Vaishali,Winter     ,Rice,Cereals,47253,49377
 1998-99,Jharkhand,,West Singhbhum,Summer     ,Rice,Cereals,190,232
 1998-99,Jharkhand,,West Singhbhum,Winter     ,Rice,Cereals,183465,107052
 1998-99,Bihar,,Banka,Rabi       ,Safflower,Oilseeds,5,3
 1998-99,Bihar,,Begusarai,Rabi       ,Safflower,Oilseeds,83,29
 1998-99,Bihar,,Bhagalpur,Rabi       ,Safflower,Oilseeds,5,3
 1998-99,Bihar,,Buxar,Rabi       ,Safflower,Oilseeds,76,63
 1998-99,Bihar,,Garhwa,Rabi       ,Safflower,Oilseeds,46,26
 1998-99,Bihar,,Gopalganj,Rabi       ,Safflower,Oilseeds,153,87
 1998-99,Jharkhand,,Hazaribagh,Rabi       ,Safflower,Oilseeds,3,2
 1998-99,Bihar,,Kaimur (Bhabua),Rabi       ,Safflower,Oilseeds,7,6
 1998-99,Bihar,,Khagaria,Rabi       ,Safflower,Oilseeds,13,4
 1998-99,Bihar,,Muzaffarpur,Rabi       ,Safflower,Oilseeds,275,157
 1998-99,Bihar,,Nawada,Rabi       ,Safflower,Oilseeds,3,2
 1998-99,Bihar,,Pashchim Champaran,Rabi       ,Safflower,Oilseeds,23,13
 1998-99,Jharkhand,,Ranchi,Rabi       ,Safflower,Oilseeds,8,5
 1998-99,Bihar,,Samastipur,Rabi       ,Safflower,Oilseeds,13,7
 1998-99,Bihar,,Araria,Whole Year ,Sannhamp,Fiber Crops,10,5
 1998-99,Bihar,,Aurangabad,Whole Year ,Sannhamp,Fiber Crops,4,1
 1998-99,Bihar,,Banka,Whole Year ,Sannhamp,Fiber Crops,603,342
 1998-99,Bihar,,Begusarai,Whole Year ,Sannhamp,Fiber Crops,100,86
 1998-99,Bihar,,Bhagalpur,Whole Year ,Sannhamp,Fiber Crops,181,103
 1998-99,Jharkhand,,Bokaro,Whole Year ,Sannhamp,Fiber Crops,20,11
 1998-99,Jharkhand,,Dumka,Whole Year ,Sannhamp,Fiber Crops,17,13
 1998-99,Jharkhand,,East Singhbum,Whole Year ,Sannhamp,Fiber Crops,13,9
 1998-99,Bihar,,Garhwa,Whole Year ,Sannhamp,Fiber Crops,403,260
 1998-99,Bihar,,Gaya,Whole Year ,Sannhamp,Fiber Crops,66,21
 1998-99,Jharkhand,,Giridih,Whole Year ,Sannhamp,Fiber Crops,6,3
 1998-99,Jharkhand,,Godda,Whole Year ,Sannhamp,Fiber Crops,21,16
 1998-99,Bihar,,Gopalganj,Whole Year ,Sannhamp,Fiber Crops,129,96
 1998-99,Jharkhand,,Gumla,Whole Year ,Sannhamp,Fiber Crops,435,274
 1998-99,Bihar,,Jehanabad,Whole Year ,Sannhamp,Fiber Crops,3,1
 1998-99,Bihar,,Khagaria,Whole Year ,Sannhamp,Fiber Crops,155,44
 1998-99,Bihar,,Kishanganj,Whole Year ,Sannhamp,Fiber Crops,103,49
 1998-99,Jharkhand,,Lohardaga,Whole Year ,Sannhamp,Fiber Crops,49,30
 1998-99,Bihar,,Madhepura,Whole Year ,Sannhamp,Fiber Crops,192,85
 1998-99,Bihar,,Munger,Whole Year ,Sannhamp,Fiber Crops,22,6
 1998-99,Bihar,,Muzaffarpur,Whole Year ,Sannhamp,Fiber Crops,5,2
 1998-99,Bihar,,Nalanda,Whole Year ,Sannhamp,Fiber Crops,193,95
 1998-99,Bihar,,Nawada,Whole Year ,Sannhamp,Fiber Crops,49,16
 1998-99,Jharkhand,,Palamu,Whole Year ,Sannhamp,Fiber Crops,105,29
 1998-99,Bihar,,Pashchim Champaran,Whole Year ,Sannhamp,Fiber Crops,112,52
 1998-99,Bihar,,Patna,Whole Year ,Sannhamp,Fiber Crops,5,3
 1998-99,Bihar,,Purbi Champaran,Whole Year ,Sannhamp,Fiber Crops,49,23
 1998-99,Jharkhand,,Ranchi,Whole Year ,Sannhamp,Fiber Crops,335,211
 1998-99,Bihar,,Rohtas,Whole Year ,Sannhamp,Fiber Crops,5,5
 1998-99,Bihar,,Saharsa,Whole Year ,Sannhamp,Fiber Crops,112,50
 1998-99,Bihar,,Samastipur,Whole Year ,Sannhamp,Fiber Crops,65,56
 1998-99,Bihar,,Sheikhpura,Whole Year ,Sannhamp,Fiber Crops,32,9
 1998-99,Bihar,,Sitamarhi,Whole Year ,Sannhamp,Fiber Crops,63,29
 1998-99,Bihar,,Siwan,Whole Year ,Sannhamp,Fiber Crops,315,233
 1998-99,Bihar,,Supaul,Whole Year ,Sannhamp,Fiber Crops,139,62
 1998-99,Jharkhand,,West Singhbhum,Whole Year ,Sannhamp,Fiber Crops,80,50
 1998-99,Bihar,,Araria,Kharif     ,Sesamum,Oilseeds,4,2
 1998-99,Bihar,,Aurangabad,Kharif     ,Sesamum,Oilseeds,345,180
 1998-99,Bihar,,Banka,Kharif     ,Sesamum,Oilseeds,35,18
 1998-99,Bihar,,Begusarai,Kharif     ,Sesamum,Oilseeds,16,8
 1998-99,Bihar,,Bhagalpur,Kharif     ,Sesamum,Oilseeds,12,6
 1998-99,Bihar,,Bhojpur,Kharif     ,Sesamum,Oilseeds,133,82
 1998-99,Jharkhand,,Bokaro,Kharif     ,Sesamum,Oilseeds,26,14
 1998-99,Jharkhand,,Chatra,Kharif     ,Sesamum,Oilseeds,279,146
 1998-99,Bihar,,Darbhanga,Kharif     ,Sesamum,Oilseeds,11,11
 1998-99,Bihar,,Deoghar,Kharif     ,Sesamum,Oilseeds,13,7
 1998-99,Bihar,,Dhanbad,Kharif     ,Sesamum,Oilseeds,3,2
 1998-99,Jharkhand,,Dumka,Kharif     ,Sesamum,Oilseeds,16,8
 1998-99,Bihar,,Garhwa,Kharif     ,Sesamum,Oilseeds,5457,4027
 1998-99,Bihar,,Gaya,Kharif     ,Sesamum,Oilseeds,490,256
 1998-99,Jharkhand,,Giridih,Kharif     ,Sesamum,Oilseeds,72,38
 1998-99,Jharkhand,,Godda,Kharif     ,Sesamum,Oilseeds,58,30
 1998-99,Bihar,,Gopalganj,Kharif     ,Sesamum,Oilseeds,2,1
 1998-99,Jharkhand,,Gumla,Kharif     ,Sesamum,Oilseeds,430,224
 1998-99,Jharkhand,,Hazaribagh,Kharif     ,Sesamum,Oilseeds,69,36
 1998-99,Bihar,,Jehanabad,Kharif     ,Sesamum,Oilseeds,30,16
 1998-99,Bihar,,Kaimur (Bhabua),Kharif     ,Sesamum,Oilseeds,104,64
 1998-99,Bihar,,Katihar,Kharif     ,Sesamum,Oilseeds,25,13
 1998-99,Bihar,,Khagaria,Kharif     ,Sesamum,Oilseeds,7,4
 1998-99,Bihar,,Kishanganj,Kharif     ,Sesamum,Oilseeds,1085,566
 1998-99,Jharkhand,,Koderma,Kharif     ,Sesamum,Oilseeds,48,25
 1998-99,Jharkhand,,Lohardaga,Kharif     ,Sesamum,Oilseeds,18,9
 1998-99,Bihar,,Madhepura,Kharif     ,Sesamum,Oilseeds,32,17
 1998-99,Bihar,,Madhubani,Kharif     ,Sesamum,Oilseeds,85,86
 1998-99,Bihar,,Muzaffarpur,Kharif     ,Sesamum,Oilseeds,21,11
 1998-99,Bihar,,Nalanda,Kharif     ,Sesamum,Oilseeds,12,7
 1998-99,Bihar,,Nawada,Kharif     ,Sesamum,Oilseeds,69,36
 1998-99,Jharkhand,,Pakur,Kharif     ,Sesamum,Oilseeds,19,10
 1998-99,Jharkhand,,Palamu,Kharif     ,Sesamum,Oilseeds,7563,2466
 1998-99,Bihar,,Pashchim Champaran,Kharif     ,Sesamum,Oilseeds,98,51
 1998-99,Bihar,,Purbi Champaran,Kharif     ,Sesamum,Oilseeds,373,195
 1998-99,Bihar,,Purnia,Kharif     ,Sesamum,Oilseeds,42,22
 1998-99,Jharkhand,,Ranchi,Kharif     ,Sesamum,Oilseeds,50,26
 1998-99,Bihar,,Rohtas,Kharif     ,Sesamum,Oilseeds,172,106
 1998-99,Bihar,,Saharsa,Kharif     ,Sesamum,Oilseeds,5,3
 1998-99,Jharkhand,,Sahebganj,Kharif     ,Sesamum,Oilseeds,33,17
 1998-99,Bihar,,Samastipur,Kharif     ,Sesamum,Oilseeds,445,451
 1998-99,Bihar,,Sheohar,Kharif     ,Sesamum,Oilseeds,37,19
 1998-99,Bihar,,Sitamarhi,Kharif     ,Sesamum,Oilseeds,12,6
 1998-99,Bihar,,Siwan,Kharif     ,Sesamum,Oilseeds,122,64
 1998-99,Bihar,,Supaul,Kharif     ,Sesamum,Oilseeds,265,138
 1998-99,Bihar,,Vaishali,Kharif     ,Sesamum,Oilseeds,18,9
 1998-99,Jharkhand,,West Singhbhum,Kharif     ,Sesamum,Oilseeds,4,2
 1998-99,Bihar,,Araria,Kharif     ,Small Millets,Cereals,313,292
 1998-99,Bihar,,Banka,Kharif     ,Small Millets,Cereals,9,5
 1998-99,Bihar,,Begusarai,Kharif     ,Small Millets,Cereals,229,194
 1998-99,Bihar,,Bhagalpur,Kharif     ,Small Millets,Cereals,182,170
 1998-99,Bihar,,Bhojpur,Kharif     ,Small Millets,Cereals,43,22
