year,state_name,,district_name,season,crop_name,crop_type,area,production
 1998-99,Andhra Pradesh,,Khammam,Kharif     ,Moong(Green Gram),Pulses,33700,16700
 1998-99,Andhra Pradesh,,Khammam,Rabi       ,Moong(Green Gram),Pulses,1600,200
 1998-99,Andhra Pradesh,,Krishna,Kharif     ,Moong(Green Gram),Pulses,25000,15600
 1998-99,Andhra Pradesh,,Krishna,Rabi       ,Moong(Green Gram),Pulses,2900,2100
 1998-99,Andhra Pradesh,,Kurnool,Kharif     ,Moong(Green Gram),Pulses,4700,2900
 1998-99,Andhra Pradesh,,Kurnool,Rabi       ,Moong(Green Gram),Pulses,1300,500
 1998-99,Telangana,,Mahabubnagar,Kharif     ,Moong(Green Gram),Pulses,28300,12400
 1998-99,Andhra Pradesh,,Medak,Kharif     ,Moong(Green Gram),Pulses,37800,16600
 1998-99,Andhra Pradesh,,Nalgonda,Kharif     ,Moong(Green Gram),Pulses,43600,22100
 1998-99,Andhra Pradesh,,Nizamabad,Kharif     ,Moong(Green Gram),Pulses,12500,7500
 1998-99,Andhra Pradesh,,Nizamabad,Rabi       ,Moong(Green Gram),Pulses,400,100
 1998-99,Andhra Pradesh,,Prakasam,Kharif     ,Moong(Green Gram),Pulses,13100,8200
 1998-99,Andhra Pradesh,,Prakasam,Rabi       ,Moong(Green Gram),Pulses,3200,2600
 1998-99,Andhra Pradesh,,Rangareddi,Kharif     ,Moong(Green Gram),Pulses,16200,10500
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Kharif     ,Moong(Green Gram),Pulses,400,200
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Rabi       ,Moong(Green Gram),Pulses,6600,1700
 1998-99,Andhra Pradesh,,Srikakulam,Kharif     ,Moong(Green Gram),Pulses,100,100
 1998-99,Andhra Pradesh,,Srikakulam,Rabi       ,Moong(Green Gram),Pulses,24300,9100
 1998-99,Andhra Pradesh,,Visakhapatanam,Kharif     ,Moong(Green Gram),Pulses,2700,1700
 1998-99,Andhra Pradesh,,Visakhapatanam,Rabi       ,Moong(Green Gram),Pulses,2800,1200
 1998-99,Andhra Pradesh,,Vizianagaram,Kharif     ,Moong(Green Gram),Pulses,600,400
 1998-99,Andhra Pradesh,,Vizianagaram,Rabi       ,Moong(Green Gram),Pulses,18700,4400
 1998-99,Andhra Pradesh,,Warangal,Kharif     ,Moong(Green Gram),Pulses,43100,23900
 1998-99,Andhra Pradesh,,Warangal,Rabi       ,Moong(Green Gram),Pulses,100,23900
 1998-99,Andhra Pradesh,,West Godavari,Kharif     ,Moong(Green Gram),Pulses,100,23900
 1998-99,Andhra Pradesh,,West Godavari,Rabi       ,Moong(Green Gram),Pulses,2300,900
 1998-99,Telangana,,Adilabad,Rabi       ,Other  Rabi Pulses,Pulses,2000,300
 1998-99,Andhra Pradesh,,East Godavari,Rabi       ,Other  Rabi Pulses,Pulses,200,100
 1998-99,Andhra Pradesh,,Karimnagar,Rabi       ,Other  Rabi Pulses,Pulses,200,100
 1998-99,Andhra Pradesh,,Medak,Rabi       ,Other  Rabi Pulses,Pulses,900,200
 1998-99,Andhra Pradesh,,Nizamabad,Rabi       ,Other  Rabi Pulses,Pulses,100,200
 1998-99,Andhra Pradesh,,Warangal,Rabi       ,Other  Rabi Pulses,Pulses,100,200
 1998-99,Telangana,,Adilabad,Kharif     ,Other Kharif Pulses,Pulses,1200,100
 1998-99,Andhra Pradesh,,Anantapur,Kharif     ,Other Kharif Pulses,Pulses,2000,300
 1998-99,Andhra Pradesh,,Chittoor,Kharif     ,Other Kharif Pulses,Pulses,2300,400
 1998-99,Andhra Pradesh,,Karimnagar,Kharif     ,Other Kharif Pulses,Pulses,900,300
 1998-99,Andhra Pradesh,,Kurnool,Kharif     ,Other Kharif Pulses,Pulses,100,300
 1998-99,Telangana,,Mahabubnagar,Kharif     ,Other Kharif Pulses,Pulses,400,100
 1998-99,Andhra Pradesh,,Medak,Kharif     ,Other Kharif Pulses,Pulses,1200,200
 1998-99,Andhra Pradesh,,Nizamabad,Kharif     ,Other Kharif Pulses,Pulses,300,100
 1998-99,Andhra Pradesh,,Srikakulam,Kharif     ,Other Kharif Pulses,Pulses,100,100
 1998-99,Andhra Pradesh,,Visakhapatanam,Kharif     ,Other Kharif Pulses,Pulses,1000,600
 1998-99,Andhra Pradesh,,Warangal,Kharif     ,Other Kharif Pulses,Pulses,200,600
 1998-99,Andhra Pradesh,,Anantapur,Kharif     ,Ragi,Cereals,7000,14900
 1998-99,Andhra Pradesh,,Anantapur,Rabi       ,Ragi,Cereals,700,1200
 1998-99,Andhra Pradesh,,Chittoor,Kharif     ,Ragi,Cereals,10800,11000
 1998-99,Andhra Pradesh,,Chittoor,Rabi       ,Ragi,Cereals,1600,2700
 1998-99,Andhra Pradesh,,East Godavari,Kharif     ,Ragi,Cereals,500,500
 1998-99,Andhra Pradesh,,East Godavari,Rabi       ,Ragi,Cereals,100,100
 1998-99,Andhra Pradesh,,Kadapa,Kharif     ,Ragi,Cereals,100,100
 1998-99,Andhra Pradesh,,Kadapa,Rabi       ,Ragi,Cereals,600,1100
 1998-99,Telangana,,Mahabubnagar,Kharif     ,Ragi,Cereals,11900,8600
 1998-99,Telangana,,Mahabubnagar,Rabi       ,Ragi,Cereals,500,1000
 1998-99,Andhra Pradesh,,Medak,Kharif     ,Ragi,Cereals,200,100
 1998-99,Andhra Pradesh,,Prakasam,Rabi       ,Ragi,Cereals,4500,9500
 1998-99,Andhra Pradesh,,Rangareddi,Kharif     ,Ragi,Cereals,10300,6300
 1998-99,Andhra Pradesh,,Rangareddi,Rabi       ,Ragi,Cereals,100,300
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Kharif     ,Ragi,Cereals,300,300
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Rabi       ,Ragi,Cereals,500,1000
 1998-99,Andhra Pradesh,,Srikakulam,Kharif     ,Ragi,Cereals,4000,4600
 1998-99,Andhra Pradesh,,Srikakulam,Rabi       ,Ragi,Cereals,2100,4200
 1998-99,Andhra Pradesh,,Visakhapatanam,Kharif     ,Ragi,Cereals,33300,31900
 1998-99,Andhra Pradesh,,Visakhapatanam,Rabi       ,Ragi,Cereals,2100,4400
 1998-99,Andhra Pradesh,,Vizianagaram,Kharif     ,Ragi,Cereals,9200,12500
 1998-99,Andhra Pradesh,,Vizianagaram,Rabi       ,Ragi,Cereals,2600,5700
 1998-99,Telangana,,Adilabad,Kharif     ,Rice,Cereals,66400,152300
 1998-99,Telangana,,Adilabad,Rabi       ,Rice,Cereals,12200,33500
 1998-99,Andhra Pradesh,,Anantapur,Kharif     ,Rice,Cereals,38300,96800
 1998-99,Andhra Pradesh,,Anantapur,Rabi       ,Rice,Cereals,26600,63900
 1998-99,Andhra Pradesh,,Chittoor,Kharif     ,Rice,Cereals,42000,105400
 1998-99,Andhra Pradesh,,Chittoor,Rabi       ,Rice,Cereals,62400,159200
 1998-99,Andhra Pradesh,,East Godavari,Kharif     ,Rice,Cereals,256300,386600
 1998-99,Andhra Pradesh,,East Godavari,Rabi       ,Rice,Cereals,157600,656600
 1998-99,Andhra Pradesh,,Guntur,Kharif     ,Rice,Cereals,298400,921400
 1998-99,Andhra Pradesh,,Guntur,Rabi       ,Rice,Cereals,29100,99900
 1998-99,Telangana,,Hyderabad,Kharif     ,Rice,Cereals,100,200
 1998-99,Telangana,,Hyderabad,Rabi       ,Rice,Cereals,100,200
 1998-99,Andhra Pradesh,,Kadapa,Kharif     ,Rice,Cereals,59200,169800
 1998-99,Andhra Pradesh,,Kadapa,Rabi       ,Rice,Cereals,17000,41600
 1998-99,Andhra Pradesh,,Karimnagar,Kharif     ,Rice,Cereals,135000,413100
 1998-99,Andhra Pradesh,,Karimnagar,Rabi       ,Rice,Cereals,123300,423400
 1998-99,Andhra Pradesh,,Khammam,Kharif     ,Rice,Cereals,160700,439400
 1998-99,Andhra Pradesh,,Khammam,Rabi       ,Rice,Cereals,24900,68900
 1998-99,Andhra Pradesh,,Krishna,Kharif     ,Rice,Cereals,280800,759900
 1998-99,Andhra Pradesh,,Krishna,Rabi       ,Rice,Cereals,134500,491200
 1998-99,Andhra Pradesh,,Kurnool,Kharif     ,Rice,Cereals,75100,221700
 1998-99,Andhra Pradesh,,Kurnool,Rabi       ,Rice,Cereals,20900,44500
 1998-99,Telangana,,Mahabubnagar,Kharif     ,Rice,Cereals,72100,141200
 1998-99,Telangana,,Mahabubnagar,Rabi       ,Rice,Cereals,74700,150500
 1998-99,Andhra Pradesh,,Medak,Kharif     ,Rice,Cereals,70700,172100
 1998-99,Andhra Pradesh,,Medak,Rabi       ,Rice,Cereals,52100,131400
 1998-99,Andhra Pradesh,,Nalgonda,Kharif     ,Rice,Cereals,164300,491600
 1998-99,Andhra Pradesh,,Nalgonda,Rabi       ,Rice,Cereals,153700,431500
 1998-99,Andhra Pradesh,,Nizamabad,Kharif     ,Rice,Cereals,108400,308000
 1998-99,Andhra Pradesh,,Nizamabad,Rabi       ,Rice,Cereals,50100,127800
 1998-99,Andhra Pradesh,,Prakasam,Kharif     ,Rice,Cereals,72100,206700
 1998-99,Andhra Pradesh,,Prakasam,Rabi       ,Rice,Cereals,73800,248900
 1998-99,Andhra Pradesh,,Rangareddi,Kharif     ,Rice,Cereals,30200,55300
 1998-99,Andhra Pradesh,,Rangareddi,Rabi       ,Rice,Cereals,29800,77000
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Kharif     ,Rice,Cereals,44700,133400
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Rabi       ,Rice,Cereals,183300,542300
 1998-99,Andhra Pradesh,,Srikakulam,Kharif     ,Rice,Cereals,194400,370700
 1998-99,Andhra Pradesh,,Srikakulam,Rabi       ,Rice,Cereals,2000,7500
 1998-99,Andhra Pradesh,,Visakhapatanam,Kharif     ,Rice,Cereals,114900,141300
 1998-99,Andhra Pradesh,,Visakhapatanam,Rabi       ,Rice,Cereals,3800,14100
 1998-99,Andhra Pradesh,,Vizianagaram,Kharif     ,Rice,Cereals,133000,295600
 1998-99,Andhra Pradesh,,Vizianagaram,Rabi       ,Rice,Cereals,3600,13300
 1998-99,Andhra Pradesh,,Warangal,Kharif     ,Rice,Cereals,133300,376900
 1998-99,Andhra Pradesh,,Warangal,Rabi       ,Rice,Cereals,74400,195900
 1998-99,Andhra Pradesh,,West Godavari,Kharif     ,Rice,Cereals,262000,646400
 1998-99,Andhra Pradesh,,West Godavari,Rabi       ,Rice,Cereals,194300,849100
 1998-99,Telangana,,Adilabad,Kharif     ,Sesamum,Oilseeds,12400,2400
 1998-99,Telangana,,Adilabad,Rabi       ,Sesamum,Oilseeds,3100,900
 1998-99,Andhra Pradesh,,Chittoor,Kharif     ,Sesamum,Oilseeds,400,100
 1998-99,Andhra Pradesh,,Chittoor,Rabi       ,Sesamum,Oilseeds,300,100
 1998-99,Andhra Pradesh,,East Godavari,Kharif     ,Sesamum,Oilseeds,1700,400
 1998-99,Andhra Pradesh,,East Godavari,Rabi       ,Sesamum,Oilseeds,2900,700
 1998-99,Andhra Pradesh,,Guntur,Kharif     ,Sesamum,Oilseeds,1900,300
 1998-99,Andhra Pradesh,,Guntur,Rabi       ,Sesamum,Oilseeds,6000,2700
 1998-99,Andhra Pradesh,,Kadapa,Kharif     ,Sesamum,Oilseeds,4200,800
 1998-99,Andhra Pradesh,,Kadapa,Rabi       ,Sesamum,Oilseeds,500,100
 1998-99,Andhra Pradesh,,Karimnagar,Kharif     ,Sesamum,Oilseeds,3400,700
 1998-99,Andhra Pradesh,,Karimnagar,Rabi       ,Sesamum,Oilseeds,600,200
 1998-99,Andhra Pradesh,,Khammam,Kharif     ,Sesamum,Oilseeds,1400,300
 1998-99,Andhra Pradesh,,Khammam,Rabi       ,Sesamum,Oilseeds,7900,1400
 1998-99,Andhra Pradesh,,Krishna,Kharif     ,Sesamum,Oilseeds,400,100
 1998-99,Andhra Pradesh,,Krishna,Rabi       ,Sesamum,Oilseeds,1700,400
 1998-99,Andhra Pradesh,,Kurnool,Kharif     ,Sesamum,Oilseeds,100,400
 1998-99,Andhra Pradesh,,Kurnool,Rabi       ,Sesamum,Oilseeds,600,200
 1998-99,Telangana,,Mahabubnagar,Rabi       ,Sesamum,Oilseeds,1900,500
 1998-99,Andhra Pradesh,,Medak,Kharif     ,Sesamum,Oilseeds,200,500
 1998-99,Andhra Pradesh,,Medak,Rabi       ,Sesamum,Oilseeds,3700,700
 1998-99,Andhra Pradesh,,Nalgonda,Rabi       ,Sesamum,Oilseeds,5900,2000
 1998-99,Andhra Pradesh,,Nizamabad,Kharif     ,Sesamum,Oilseeds,1200,200
 1998-99,Andhra Pradesh,,Nizamabad,Rabi       ,Sesamum,Oilseeds,100,200
 1998-99,Andhra Pradesh,,Prakasam,Kharif     ,Sesamum,Oilseeds,3400,600
 1998-99,Andhra Pradesh,,Prakasam,Rabi       ,Sesamum,Oilseeds,22100,7400
 1998-99,Andhra Pradesh,,Rangareddi,Rabi       ,Sesamum,Oilseeds,1600,100
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Kharif     ,Sesamum,Oilseeds,900,200
 1998-99,Andhra Pradesh,,Sri Potti Sriramulu Nellore,Rabi       ,Sesamum,Oilseeds,1300,300
 1998-99,Andhra Pradesh,,Srikakulam,Kharif     ,Sesamum,Oilseeds,4600,600
 1998-99,Andhra Pradesh,,Srikakulam,Rabi       ,Sesamum,Oilseeds,2000,500
 1998-99,Andhra Pradesh,,Visakhapatanam,Kharif     ,Sesamum,Oilseeds,5000,900
 1998-99,Andhra Pradesh,,Visakhapatanam,Rabi       ,Sesamum,Oilseeds,9900,2000
 1998-99,Andhra Pradesh,,Vizianagaram,Kharif     ,Sesamum,Oilseeds,5600,1000
 1998-99,Andhra Pradesh,,Vizianagaram,Rabi       ,Sesamum,Oilseeds,15500,1500
 1998-99,Andhra Pradesh,,Warangal,Kharif     ,Sesamum,Oilseeds,300,100
 1998-99,Andhra Pradesh,,Warangal,Rabi       ,Sesamum,Oilseeds,23100,6800
 1998-99,Andhra Pradesh,,West Godavari,Kharif     ,Sesamum,Oilseeds,1400,500
 1998-99,Andhra Pradesh,,East Godavari,Kharif     ,Small Millets,Cereals,200,100
 1998-99,Telangana,,Mahabubnagar,Kharif     ,Small Millets,Cereals,100,100
 1998-99,Andhra Pradesh,,Prakasam,Kharif     ,Small Millets,Cereals,300,200
 1998-99,Andhra Pradesh,,Vizianagaram,Kharif     ,Small Millets,Cereals,2700,1800
 1998-99,Telangana,,Adilabad,Whole Year ,Sugarcane,Sugar,300,28800
 1998-99,Andhra Pradesh,,Anantapur,Whole Year ,Sugarcane,Sugar,700,65900
 1998-99,Andhra Pradesh,,Chittoor,Whole Year ,Sugarcane,Sugar,34500,3377000
 1998-99,Andhra Pradesh,,East Godavari,Whole Year ,Sugarcane,Sugar,16400,1254900
 1998-99,Andhra Pradesh,,Guntur,Whole Year ,Sugarcane,Sugar,2100,150300
 1998-99,Andhra Pradesh,,Kadapa,Whole Year ,Sugarcane,Sugar,400,38200
 1998-99,Andhra Pradesh,,Karimnagar,Whole Year ,Sugarcane,Sugar,2000,178800
 1998-99,Arunachal Pradesh,,West Siang,Whole Year ,Maize,Cereals,1580,1430
 1998-99,Arunachal Pradesh,,Changlang,Whole Year ,Potato,Vegetable,350,1650
 1998-99,Arunachal Pradesh,,Dibang Valley,Whole Year ,Potato,Vegetable,480,2400
 1998-99,Arunachal Pradesh,,East Kameng,Whole Year ,Potato,Vegetable,62,310
 1998-99,Arunachal Pradesh,,East Siang,Whole Year ,Potato,Vegetable,350,3500
 1998-99,Arunachal Pradesh,,Lohit,Whole Year ,Potato,Vegetable,607,5099
 1998-99,Arunachal Pradesh,,Lower Subansiri,Whole Year ,Potato,Vegetable,150,1170
 1998-99,Arunachal Pradesh,,Papum Pare,Whole Year ,Potato,Vegetable,80,532
 1998-99,Arunachal Pradesh,,Tawang,Whole Year ,Potato,Vegetable,1303,6515
 1998-99,Arunachal Pradesh,,Tirap,Whole Year ,Potato,Vegetable,45,271
 1998-99,Arunachal Pradesh,,Upper Siang,Whole Year ,Potato,Vegetable,60,480
 1998-99,Arunachal Pradesh,,Upper Subansiri,Whole Year ,Potato,Vegetable,749,4980
 1998-99,Arunachal Pradesh,,West Kameng,Whole Year ,Potato,Vegetable,370,3390
 1998-99,Arunachal Pradesh,,West Siang,Whole Year ,Potato,Vegetable,240,1270
 1998-99,Arunachal Pradesh,,Changlang,Rabi       ,Rapeseed &Mustard,Oilseeds,4215,3200
 1998-99,Arunachal Pradesh,,Dibang Valley,Rabi       ,Rapeseed &Mustard,Oilseeds,2790,3071
 1998-99,Arunachal Pradesh,,East Kameng,Rabi       ,Rapeseed &Mustard,Oilseeds,272,350
 1998-99,Arunachal Pradesh,,East Siang,Rabi       ,Rapeseed &Mustard,Oilseeds,3350,3420
 1998-99,Arunachal Pradesh,,Lohit,Rabi       ,Rapeseed &Mustard,Oilseeds,6720,7380
 1998-99,Arunachal Pradesh,,Lower Subansiri,Rabi       ,Rapeseed &Mustard,Oilseeds,950,410
 1998-99,Arunachal Pradesh,,Papum Pare,Rabi       ,Rapeseed &Mustard,Oilseeds,430,295
 1998-99,Arunachal Pradesh,,Tawang,Rabi       ,Rapeseed &Mustard,Oilseeds,56,78
 1998-99,Arunachal Pradesh,,Tirap,Rabi       ,Rapeseed &Mustard,Oilseeds,433,121
 1998-99,Arunachal Pradesh,,Upper Siang,Rabi       ,Rapeseed &Mustard,Oilseeds,10,12
 1998-99,Arunachal Pradesh,,Upper Subansiri,Rabi       ,Rapeseed &Mustard,Oilseeds,40,63
 1998-99,Arunachal Pradesh,,West Kameng,Rabi       ,Rapeseed &Mustard,Oilseeds,95,95
 1998-99,Arunachal Pradesh,,West Siang,Rabi       ,Rapeseed &Mustard,Oilseeds,1270,1135
 1998-99,Arunachal Pradesh,,Changlang,Kharif     ,Rice,Cereals,11550,14316
 1998-99,Arunachal Pradesh,,Dibang Valley,Kharif     ,Rice,Cereals,10320,12900
 1998-99,Arunachal Pradesh,,East Kameng,Kharif     ,Rice,Cereals,8045,8190
 1998-99,Arunachal Pradesh,,East Siang,Kharif     ,Rice,Cereals,7323,12600
 1998-99,Arunachal Pradesh,,Lohit,Kharif     ,Rice,Cereals,13015,18221
 1998-99,Arunachal Pradesh,,Lower Subansiri,Kharif     ,Rice,Cereals,21585,15045
 1998-99,Arunachal Pradesh,,Papum Pare,Kharif     ,Rice,Cereals,7100,6880
 1998-99,Arunachal Pradesh,,Tawang,Kharif     ,Rice,Cereals,890,1112
 1998-99,Arunachal Pradesh,,Tirap,Kharif     ,Rice,Cereals,5345,1942
 1998-99,Arunachal Pradesh,,Upper Siang,Kharif     ,Rice,Cereals,6210,2890
 1998-99,Arunachal Pradesh,,Upper Subansiri,Kharif     ,Rice,Cereals,4015,1500
 1998-99,Arunachal Pradesh,,West Kameng,Kharif     ,Rice,Cereals,913,806
 1998-99,Arunachal Pradesh,,West Siang,Kharif     ,Rice,Cereals,19170,17714
 1998-99,Arunachal Pradesh,,Changlang,Kharif     ,Sesamum,Oilseeds,430,244
 1998-99,Arunachal Pradesh,,Dibang Valley,Kharif     ,Sesamum,Oilseeds,133,95
 1998-99,Arunachal Pradesh,,East Kameng,Kharif     ,Sesamum,Oilseeds,215,90
 1998-99,Arunachal Pradesh,,East Siang,Kharif     ,Sesamum,Oilseeds,100,78
 1998-99,Arunachal Pradesh,,Lohit,Kharif     ,Sesamum,Oilseeds,96,65
 1998-99,Arunachal Pradesh,,Lower Subansiri,Kharif     ,Sesamum,Oilseeds,32,15
 1998-99,Arunachal Pradesh,,Papum Pare,Kharif     ,Sesamum,Oilseeds,235,80
 1998-99,Arunachal Pradesh,,Upper Siang,Kharif     ,Sesamum,Oilseeds,4,3
 1998-99,Arunachal Pradesh,,Upper Subansiri,Kharif     ,Sesamum,Oilseeds,55,40
 1998-99,Arunachal Pradesh,,West Siang,Kharif     ,Sesamum,Oilseeds,60,40
 1998-99,Arunachal Pradesh,,Changlang,Kharif     ,Small Millets,Cereals,2000,1305
 1998-99,Arunachal Pradesh,,East Kameng,Kharif     ,Small Millets,Cereals,441,358
 1998-99,Arunachal Pradesh,,East Siang,Kharif     ,Small Millets,Cereals,2109,2656
 1998-99,Arunachal Pradesh,,Lohit,Kharif     ,Small Millets,Cereals,762,571
 1998-99,Arunachal Pradesh,,Lower Subansiri,Kharif     ,Small Millets,Cereals,864,550
 1998-99,Arunachal Pradesh,,Papum Pare,Kharif     ,Small Millets,Cereals,535,494
 1998-99,Arunachal Pradesh,,Tawang,Kharif     ,Small Millets,Cereals,943,848
 1998-99,Arunachal Pradesh,,Tirap,Kharif     ,Small Millets,Cereals,4430,3628
 1998-99,Arunachal Pradesh,,Upper Siang,Kharif     ,Small Millets,Cereals,1200,1320
 1998-99,Arunachal Pradesh,,Upper Subansiri,Kharif     ,Small Millets,Cereals,875,1075
 1998-99,Arunachal Pradesh,,West Kameng,Kharif     ,Small Millets,Cereals,1297,1258
 1998-99,Arunachal Pradesh,,West Siang,Kharif     ,Small Millets,Cereals,2520,1538
 1998-99,Arunachal Pradesh,,Changlang,Kharif     ,Soyabean,Oilseeds,520,592
 1998-99,Arunachal Pradesh,,Dibang Valley,Kharif     ,Soyabean,Oilseeds,335,670
 1998-99,Arunachal Pradesh,,East Kameng,Kharif     ,Soyabean,Oilseeds,96,205
 1998-99,Arunachal Pradesh,,East Siang,Kharif     ,Soyabean,Oilseeds,341,324
 1998-99,Arunachal Pradesh,,Lohit,Kharif     ,Soyabean,Oilseeds,240,450
 1998-99,Arunachal Pradesh,,Lower Subansiri,Kharif     ,Soyabean,Oilseeds,79,60
 1998-99,Arunachal Pradesh,,Papum Pare,Kharif     ,Soyabean,Oilseeds,253,280
 1998-99,Arunachal Pradesh,,Tawang,Kharif     ,Soyabean,Oilseeds,145,214
 1998-99,Arunachal Pradesh,,Tirap,Kharif     ,Soyabean,Oilseeds,400,130
 1998-99,Arunachal Pradesh,,Upper Siang,Kharif     ,Soyabean,Oilseeds,13,16
 1998-99,Arunachal Pradesh,,Upper Subansiri,Kharif     ,Soyabean,Oilseeds,73,170
 1998-99,Arunachal Pradesh,,West Kameng,Kharif     ,Soyabean,Oilseeds,25,51
 1998-99,Arunachal Pradesh,,West Siang,Kharif     ,Soyabean,Oilseeds,200,228
 1998-99,Arunachal Pradesh,,Changlang,Whole Year ,Sugarcane,Sugar,240,4650
 1998-99,Arunachal Pradesh,,East Siang,Whole Year ,Sugarcane,Sugar,133,5616
 1998-99,Arunachal Pradesh,,Lohit,Whole Year ,Sugarcane,Sugar,15,105
 1998-99,Arunachal Pradesh,,Lower Subansiri,Whole Year ,Sugarcane,Sugar,90,540
 1998-99,Arunachal Pradesh,,Papum Pare,Whole Year ,Sugarcane,Sugar,107,999
 1998-99,Arunachal Pradesh,,Tirap,Whole Year ,Sugarcane,Sugar,35,208
 1998-99,Arunachal Pradesh,,Upper Siang,Whole Year ,Sugarcane,Sugar,25,140
 1998-99,Arunachal Pradesh,,Upper Subansiri,Whole Year ,Sugarcane,Sugar,15,555
 1998-99,Arunachal Pradesh,,West Siang,Whole Year ,Sugarcane,Sugar,83,2219
 1998-99,Arunachal Pradesh,,Changlang,Kharif     ,Sunflower,Oilseeds,55,20
 1998-99,Arunachal Pradesh,,Dibang Valley,Kharif     ,Sunflower,Oilseeds,20,10
 1998-99,Arunachal Pradesh,,East Kameng,Kharif     ,Sunflower,Oilseeds,38,26
 1998-99,Arunachal Pradesh,,East Siang,Kharif     ,Sunflower,Oilseeds,29,13
 1998-99,Arunachal Pradesh,,Lohit,Kharif     ,Sunflower,Oilseeds,35,20
 1998-99,Arunachal Pradesh,,Lower Subansiri,Kharif     ,Sunflower,Oilseeds,25,7
 1998-99,Arunachal Pradesh,,Papum Pare,Kharif     ,Sunflower,Oilseeds,60,20
 1998-99,Arunachal Pradesh,,Tawang,Kharif     ,Sunflower,Oilseeds,77,45
 1998-99,Arunachal Pradesh,,Tirap,Kharif     ,Sunflower,Oilseeds,20,3
 1998-99,Arunachal Pradesh,,Upper Siang,Kharif     ,Sunflower,Oilseeds,3,2
 1998-99,Arunachal Pradesh,,Upper Subansiri,Kharif     ,Sunflower,Oilseeds,15,8
 1998-99,Arunachal Pradesh,,West Kameng,Kharif     ,Sunflower,Oilseeds,28,16
 1998-99,Arunachal Pradesh,,West Siang,Kharif     ,Sunflower,Oilseeds,30,15
 1998-99,Arunachal Pradesh,,Changlang,Whole Year ,Turmeric,Spices,105,535
 1998-99,Arunachal Pradesh,,East Siang,Whole Year ,Turmeric,Spices,90,164
 1998-99,Arunachal Pradesh,,Lohit,Whole Year ,Turmeric,Spices,76,157
 1998-99,Arunachal Pradesh,,Lower Subansiri,Whole Year ,Turmeric,Spices,25,50
 1998-99,Arunachal Pradesh,,Tirap,Whole Year ,Turmeric,Spices,15,64
 1998-99,Arunachal Pradesh,,Upper Subansiri,Whole Year ,Turmeric,Spices,20,150
 1998-99,Arunachal Pradesh,,West Siang,Whole Year ,Turmeric,Spices,35,79
 1998-99,Arunachal Pradesh,,Changlang,Rabi       ,Wheat,Cereals,225,230
 1998-99,Arunachal Pradesh,,Dibang Valley,Rabi       ,Wheat,Cereals,100,140
 1998-99,Arunachal Pradesh,,East Kameng,Rabi       ,Wheat,Cereals,5,6
 1998-99,Arunachal Pradesh,,East Siang,Rabi       ,Wheat,Cereals,400,600
 1998-99,Arunachal Pradesh,,Lohit,Rabi       ,Wheat,Cereals,198,234
 1998-99,Arunachal Pradesh,,Lower Subansiri,Rabi       ,Wheat,Cereals,45,40
 1998-99,Arunachal Pradesh,,Papum Pare,Rabi       ,Wheat,Cereals,125,140
 1998-99,Arunachal Pradesh,,Tawang,Rabi       ,Wheat,Cereals,1795,2154
 1998-99,Arunachal Pradesh,,Tirap,Rabi       ,Wheat,Cereals,5,3
 1998-99,Arunachal Pradesh,,Upper Subansiri,Rabi       ,Wheat,Cereals,15,30
 1998-99,Arunachal Pradesh,,West Kameng,Rabi       ,Wheat,Cereals,677,765
 1998-99,Arunachal Pradesh,,West Siang,Rabi       ,Wheat,Cereals,70,53
 1998-99,Assam,,Barpeta,Whole Year ,Arecanut,Spices,7160,6649
 1998-99,Assam,,Bongaigaon,Whole Year ,Arecanut,Spices,2970,4020
 1998-99,Assam,,Cachar,Whole Year ,Arecanut,Spices,4515,2237
 1998-99,Assam,,Darrang,Whole Year ,Arecanut,Spices,4580,2050
 1998-99,Assam,,Dhemaji,Whole Year ,Arecanut,Spices,838,882
 1998-99,Assam,,Dhubri,Whole Year ,Arecanut,Spices,2273,1512
 1998-99,Assam,,Dibrugarh,Whole Year ,Arecanut,Spices,3380,2887
 1998-99,Assam,,Dima Hasao,Whole Year ,Arecanut,Spices,335,226
 1998-99,Assam,,Goalpara,Whole Year ,Arecanut,Spices,2598,1422
 1998-99,Assam,,Golaghat,Whole Year ,Arecanut,Spices,4730,2244
 1998-99,Assam,,Hailakandi,Whole Year ,Arecanut,Spices,2400,4292
 1998-99,Assam,,Jorhat,Whole Year ,Arecanut,Spices,2766,1059
 1998-99,Assam,,Kamrup,Whole Year ,Arecanut,Spices,5400,3011
 1998-99,Assam,,Karbi Anglong,Whole Year ,Arecanut,Spices,1213,509
 1998-99,Assam,,Karimganj,Whole Year ,Arecanut,Spices,2100,925
 1998-99,Assam,,Kokrajhar,Whole Year ,Arecanut,Spices,1356,1706
 1998-99,Assam,,Lakhimpur,Whole Year ,Arecanut,Spices,2242,2767
 1998-99,Assam,,Marigaon,Whole Year ,Arecanut,Spices,1403,1239
 1998-99,Assam,,Nagaon,Whole Year ,Arecanut,Spices,5934,3767
